Date,open_date,Expiry_Date,Open_Price,Current_Price,previous_highest,current_highest,trade_id,parent_id,initial_lots,active_lots,status,RF,HF,TSL,sum_hh_ll,is_crossover
2005-03-03,2005-02-28,2005-05-26,2103.25,2128.85,2103.25,2128.85,11,6.0,2.0,2.0,Open,6.21,12.86,1958.54,2,False
2005-03-03,2005-02-28,2005-05-26,2103.25,2128.85,2103.25,2128.85,12,3.0,2.0,2.0,Open,6.21,12.86,1958.54,2,False
2005-03-03,2005-02-28,2005-05-26,2103.25,2128.85,2103.25,2128.85,13,4.0,2.0,2.0,Open,6.21,12.86,1958.54,2,False
2005-03-03,2005-02-28,2005-05-26,2103.25,2128.85,2103.25,2128.85,14,2.0,2.0,2.0,Open,6.21,12.86,1958.54,2,False
2005-03-03,2005-03-03,2005-05-26,2128.85,2128.85,2128.85,2128.85,15,7.0,2.0,2.0,Open,6.43,0.0,1937.25,0,False
2005-03-03,2005-03-03,2005-05-26,2128.85,2128.85,2128.85,2128.85,16,3.0,2.0,2.0,Open,6.43,0.0,1937.25,0,False
2005-03-03,2005-03-03,2005-05-26,2128.85,2128.85,2128.85,2128.85,17,2.0,2.0,2.0,Open,6.43,0.0,1937.25,0,False
2005-03-03,2005-03-03,2005-05-26,2128.85,2128.85,2128.85,2128.85,18,1.0,2.0,2.0,Open,5.89,0.0,1937.25,0,False
2005-03-04,2005-01-27,2005-04-28,1955.0,2148.15,2128.85,2148.15,1,,10.0,1.0,Open,4.95,73.71,2105.19,9,False
2005-03-04,2005-01-31,2005-04-28,2057.6,2148.15,2128.85,2148.15,2,1.0,2.0,1.0,Open,5.69,81.0,2126.67,9,False
2005-03-04,2005-02-01,2005-04-28,2059.85,2148.15,2128.85,2148.15,3,1.0,2.0,1.0,Open,5.76,72.05,2105.19,8,False
2005-03-04,2005-02-03,2005-04-28,2079.45,2148.15,2128.85,2148.15,4,1.0,2.0,1.0,Open,5.89,71.97,2105.19,8,True
2005-03-04,2005-02-11,2005-04-28,2082.05,2148.15,2128.85,2148.15,5,1.0,3.0,1.0,Open,6.51,71.97,2105.19,8,True
2005-03-04,2005-02-14,2005-04-28,2098.25,2148.15,2128.85,2148.15,6,1.0,2.0,1.0,Open,6.78,71.99,2105.19,8,True
2005-03-04,2005-02-14,2005-04-28,2098.25,2148.15,2128.85,2148.15,7,1.0,6.0,1.0,Open,6.78,71.99,2105.19,8,True
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,8,1.0,3.0,3.0,Open,5.69,17.89,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,9,5.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,10,7.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,11,6.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,12,3.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,13,4.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-02-28,2005-05-26,2103.25,2148.15,2128.85,2148.15,14,2.0,2.0,2.0,Open,6.21,19.53,1976.3,3,False
2005-03-04,2005-03-03,2005-05-26,2128.85,2148.15,2128.85,2148.15,15,7.0,2.0,2.0,Open,6.43,6.51,1954.82,1,False
2005-03-04,2005-03-03,2005-05-26,2128.85,2148.15,2128.85,2148.15,16,3.0,2.0,2.0,Open,6.43,6.51,1954.82,1,False
2005-03-04,2005-03-03,2005-05-26,2128.85,2148.15,2128.85,2148.15,17,2.0,2.0,2.0,Open,6.43,6.51,1954.82,1,False
2005-03-04,2005-03-03,2005-05-26,2128.85,2148.15,2128.85,2148.15,18,1.0,2.0,2.0,Open,5.89,5.96,1954.82,1,False
2005-03-04,2005-03-04,2005-05-26,2148.15,2148.15,2148.15,2148.15,19,6.0,2.0,2.0,Open,6.51,0.0,1954.82,0,False
2005-03-04,2005-03-04,2005-05-26,2148.15,2148.15,2148.15,2148.15,20,4.0,2.0,2.0,Open,6.51,0.0,1954.82,0,False
2005-03-04,2005-03-04,2005-05-26,2148.15,2148.15,2148.15,2148.15,21,5.0,2.0,2.0,Open,6.51,0.0,1954.82,0,False
2005-03-04,2005-03-04,2005-05-26,2148.15,2148.15,2148.15,2148.15,22,7.0,2.0,2.0,Open,6.51,0.0,1954.82,0,False
2005-03-07,2005-01-27,2005-04-28,1955.0,2160.1,2148.15,2160.1,1,,10.0,1.0,Open,4.95,86.62,2138.5,10,False
2005-03-07,2005-01-31,2005-04-28,2057.6,2160.1,2148.15,2160.1,2,1.0,2.0,1.0,Open,5.69,95.2,2160.1,10,False
2005-03-07,2005-02-01,2005-04-28,2059.85,2160.1,2148.15,2160.1,3,1.0,2.0,1.0,Open,5.76,85.74,2138.5,9,False
2005-03-07,2005-02-03,2005-04-28,2079.45,2160.1,2148.15,2160.1,4,1.0,2.0,1.0,Open,5.89,85.63,2138.5,9,False
2005-03-07,2005-02-11,2005-04-28,2082.05,2160.1,2148.15,2160.1,5,1.0,3.0,1.0,Open,6.51,85.63,2138.5,9,False
2005-03-07,2005-02-14,2005-04-28,2098.25,2160.1,2148.15,2160.1,6,1.0,2.0,1.0,Open,6.78,85.66,2138.5,9,False
2005-03-07,2005-02-14,2005-04-28,2098.25,2160.1,2148.15,2160.1,7,1.0,6.0,1.0,Open,6.78,85.66,2138.5,9,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,8,1.0,3.0,3.0,Open,5.69,24.75,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,9,5.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,10,7.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,11,6.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,12,3.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,13,4.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-02-28,2005-05-26,2103.25,2160.1,2148.15,2160.1,14,2.0,2.0,2.0,Open,6.21,27.01,2008.89,4,False
2005-03-07,2005-03-03,2005-05-26,2128.85,2160.1,2148.15,2160.1,15,7.0,2.0,2.0,Open,6.43,13.5,1987.29,2,False
2005-03-07,2005-03-03,2005-05-26,2128.85,2160.1,2148.15,2160.1,16,3.0,2.0,2.0,Open,6.43,13.5,1987.29,2,False
2005-03-07,2005-03-03,2005-05-26,2128.85,2160.1,2148.15,2160.1,17,2.0,2.0,2.0,Open,6.43,13.5,1987.29,2,False
2005-03-07,2005-03-03,2005-05-26,2128.85,2160.1,2148.15,2160.1,18,1.0,2.0,2.0,Open,5.89,12.37,1987.29,2,False
2005-03-07,2005-03-04,2005-05-26,2148.15,2160.1,2148.15,2160.1,19,6.0,2.0,2.0,Open,6.51,6.75,1965.69,1,False
2005-03-07,2005-03-04,2005-05-26,2148.15,2160.1,2148.15,2160.1,20,4.0,2.0,2.0,Open,6.51,6.75,1965.69,1,False
2005-03-07,2005-03-04,2005-05-26,2148.15,2160.1,2148.15,2160.1,21,5.0,2.0,2.0,Open,6.51,6.75,1965.69,1,False
2005-03-07,2005-03-04,2005-05-26,2148.15,2160.1,2148.15,2160.1,22,7.0,2.0,2.0,Open,6.51,6.75,1965.69,1,False
2005-03-08,2005-01-27,2005-04-28,1955.0,2168.95,2160.1,2168.95,1,,10.0,1.0,Open,4.95,97.16,2168.95,11,False
2005-03-08,2005-01-31,2005-04-28,2057.6,2168.95,2160.1,2168.95,2,1.0,2.0,0.0,Closed,5.69,106.77,2190.64,11,False
2005-03-08,2005-02-01,2005-04-28,2059.85,2168.95,2160.1,2168.95,3,1.0,2.0,1.0,Open,5.76,97.13,2168.95,10,False
2005-03-08,2005-02-03,2005-04-28,2079.45,2168.95,2160.1,2168.95,4,1.0,2.0,1.0,Open,5.89,97.01,2168.95,10,False
2005-03-08,2005-02-11,2005-04-28,2082.05,2168.95,2160.1,2168.95,5,1.0,3.0,1.0,Open,6.51,97.01,2168.95,10,False
2005-03-08,2005-02-14,2005-04-28,2098.25,2168.95,2160.1,2168.95,6,1.0,2.0,1.0,Open,6.78,97.05,2168.95,10,False
2005-03-08,2005-02-14,2005-04-28,2098.25,2168.95,2160.1,2168.95,7,1.0,6.0,1.0,Open,6.78,97.05,2168.95,10,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,8,1.0,3.0,3.0,Open,5.69,31.33,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,9,5.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,10,7.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,11,6.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,12,3.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,13,4.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-02-28,2005-05-26,2103.25,2168.95,2160.1,2168.95,14,2.0,2.0,2.0,Open,6.21,34.19,2038.81,5,False
2005-03-08,2005-03-03,2005-05-26,2128.85,2168.95,2160.1,2168.95,15,7.0,2.0,2.0,Open,6.43,20.51,2017.12,3,False
2005-03-08,2005-03-03,2005-05-26,2128.85,2168.95,2160.1,2168.95,16,3.0,2.0,2.0,Open,6.43,20.51,2017.12,3,False
2005-03-08,2005-03-03,2005-05-26,2128.85,2168.95,2160.1,2168.95,17,2.0,2.0,2.0,Open,6.43,20.51,2017.12,3,False
2005-03-08,2005-03-03,2005-05-26,2128.85,2168.95,2160.1,2168.95,18,1.0,2.0,2.0,Open,5.89,18.79,1995.43,3,False
2005-03-08,2005-03-04,2005-05-26,2148.15,2168.95,2160.1,2168.95,19,6.0,2.0,2.0,Open,6.51,13.68,1995.43,2,False
2005-03-08,2005-03-04,2005-05-26,2148.15,2168.95,2160.1,2168.95,20,4.0,2.0,2.0,Open,6.51,13.68,1995.43,2,False
2005-03-08,2005-03-04,2005-05-26,2148.15,2168.95,2160.1,2168.95,21,5.0,2.0,2.0,Open,6.51,13.68,1995.43,2,False
2005-03-08,2005-03-04,2005-05-26,2148.15,2168.95,2160.1,2168.95,22,7.0,2.0,2.0,Open,6.51,13.68,1995.43,2,False
2005-03-08,2005-03-08,2005-05-26,2168.95,2168.95,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,0.0,1973.74,0,False
2005-03-09,2005-01-27,2005-04-28,1955.0,2160.8,2168.95,2168.95,1,,10.0,1.0,Closed,4.95,99.1,2168.95,11,False
2005-03-09,2005-02-01,2005-04-28,2059.85,2160.8,2168.95,2168.95,3,1.0,2.0,1.0,Closed,5.76,99.07,2168.95,10,False
2005-03-09,2005-02-03,2005-04-28,2079.45,2160.8,2168.95,2168.95,4,1.0,2.0,1.0,Closed,5.89,98.95,2168.95,10,False
2005-03-09,2005-02-11,2005-04-28,2082.05,2160.8,2168.95,2168.95,5,1.0,3.0,1.0,Closed,6.51,98.95,2168.95,10,False
2005-03-09,2005-02-14,2005-04-28,2098.25,2160.8,2168.95,2168.95,6,1.0,2.0,1.0,Closed,6.78,98.99,2168.95,10,False
2005-03-09,2005-02-14,2005-04-28,2098.25,2160.8,2168.95,2168.95,7,1.0,6.0,1.0,Closed,6.78,98.99,2168.95,10,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,8,1.0,3.0,3.0,Open,5.69,31.73,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,9,5.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,10,7.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,11,6.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,12,3.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,13,4.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-02-28,2005-05-26,2103.25,2160.8,2168.95,2168.95,14,2.0,2.0,2.0,Open,6.21,34.63,2038.81,5,False
2005-03-09,2005-03-03,2005-05-26,2128.85,2160.8,2168.95,2168.95,15,7.0,2.0,2.0,Open,6.43,20.77,2017.12,3,False
2005-03-09,2005-03-03,2005-05-26,2128.85,2160.8,2168.95,2168.95,16,3.0,2.0,2.0,Open,6.43,20.77,2017.12,3,False
2005-03-09,2005-03-03,2005-05-26,2128.85,2160.8,2168.95,2168.95,17,2.0,2.0,2.0,Open,6.43,20.77,2017.12,3,False
2005-03-09,2005-03-03,2005-05-26,2128.85,2160.8,2168.95,2168.95,18,1.0,2.0,2.0,Open,5.89,19.03,1995.43,3,False
2005-03-09,2005-03-04,2005-05-26,2148.15,2160.8,2168.95,2168.95,19,6.0,2.0,2.0,Open,6.51,13.85,1995.43,2,False
2005-03-09,2005-03-04,2005-05-26,2148.15,2160.8,2168.95,2168.95,20,4.0,2.0,2.0,Open,6.51,13.85,1995.43,2,False
2005-03-09,2005-03-04,2005-05-26,2148.15,2160.8,2168.95,2168.95,21,5.0,2.0,2.0,Open,6.51,13.85,1995.43,2,False
2005-03-09,2005-03-04,2005-05-26,2148.15,2160.8,2168.95,2168.95,22,7.0,2.0,2.0,Open,6.51,13.85,1995.43,2,False
2005-03-09,2005-03-08,2005-05-26,2168.95,2160.8,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,6.93,1973.74,1,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,8,1.0,3.0,3.0,Open,5.69,32.14,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,9,5.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,10,7.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,11,6.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,12,3.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,13,4.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-02-28,2005-05-26,2103.25,2167.4,2168.95,2168.95,14,2.0,2.0,2.0,Open,6.21,35.08,2038.81,5,False
2005-03-10,2005-03-03,2005-05-26,2128.85,2167.4,2168.95,2168.95,15,7.0,2.0,2.0,Open,6.43,21.04,2017.12,3,False
2005-03-10,2005-03-03,2005-05-26,2128.85,2167.4,2168.95,2168.95,16,3.0,2.0,2.0,Open,6.43,21.04,2017.12,3,False
2005-03-10,2005-03-03,2005-05-26,2128.85,2167.4,2168.95,2168.95,17,2.0,2.0,2.0,Open,6.43,21.04,2017.12,3,False
2005-03-10,2005-03-03,2005-05-26,2128.85,2167.4,2168.95,2168.95,18,1.0,2.0,2.0,Open,5.89,19.28,1995.43,3,False
2005-03-10,2005-03-04,2005-05-26,2148.15,2167.4,2168.95,2168.95,19,6.0,2.0,2.0,Open,6.51,14.03,1995.43,2,False
2005-03-10,2005-03-04,2005-05-26,2148.15,2167.4,2168.95,2168.95,20,4.0,2.0,2.0,Open,6.51,14.03,1995.43,2,False
2005-03-10,2005-03-04,2005-05-26,2148.15,2167.4,2168.95,2168.95,21,5.0,2.0,2.0,Open,6.51,14.03,1995.43,2,False
2005-03-10,2005-03-04,2005-05-26,2148.15,2167.4,2168.95,2168.95,22,7.0,2.0,2.0,Open,6.51,14.03,1995.43,2,False
2005-03-10,2005-03-08,2005-05-26,2168.95,2167.4,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,7.02,1973.74,1,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,8,1.0,3.0,3.0,Open,5.69,32.57,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,9,5.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,10,7.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,11,6.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,12,3.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,13,4.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-02-28,2005-05-26,2103.25,2154.0,2168.95,2168.95,14,2.0,2.0,2.0,Open,6.21,35.54,2038.81,5,False
2005-03-11,2005-03-03,2005-05-26,2128.85,2154.0,2168.95,2168.95,15,7.0,2.0,2.0,Open,6.43,21.32,2017.12,3,False
2005-03-11,2005-03-03,2005-05-26,2128.85,2154.0,2168.95,2168.95,16,3.0,2.0,2.0,Open,6.43,21.32,2017.12,3,False
2005-03-11,2005-03-03,2005-05-26,2128.85,2154.0,2168.95,2168.95,17,2.0,2.0,2.0,Open,6.43,21.32,2017.12,3,False
2005-03-11,2005-03-03,2005-05-26,2128.85,2154.0,2168.95,2168.95,18,1.0,2.0,2.0,Open,5.89,19.53,1995.43,3,False
2005-03-11,2005-03-04,2005-05-26,2148.15,2154.0,2168.95,2168.95,19,6.0,2.0,2.0,Open,6.51,14.22,1995.43,2,False
2005-03-11,2005-03-04,2005-05-26,2148.15,2154.0,2168.95,2168.95,20,4.0,2.0,2.0,Open,6.51,14.22,1995.43,2,False
2005-03-11,2005-03-04,2005-05-26,2148.15,2154.0,2168.95,2168.95,21,5.0,2.0,2.0,Open,6.51,14.22,1995.43,2,False
2005-03-11,2005-03-04,2005-05-26,2148.15,2154.0,2168.95,2168.95,22,7.0,2.0,2.0,Open,6.51,14.22,1995.43,2,False
2005-03-11,2005-03-08,2005-05-26,2168.95,2154.0,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,14.22,1995.43,2,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,8,1.0,3.0,3.0,Open,5.69,33.91,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,9,5.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,10,7.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,11,6.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,12,3.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,13,4.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-02-28,2005-05-26,2103.25,2146.35,2168.95,2168.95,14,2.0,2.0,2.0,Open,6.21,37.0,2038.81,5,False
2005-03-14,2005-03-03,2005-05-26,2128.85,2146.35,2168.95,2168.95,15,7.0,2.0,2.0,Open,6.43,22.2,2017.12,3,False
2005-03-14,2005-03-03,2005-05-26,2128.85,2146.35,2168.95,2168.95,16,3.0,2.0,2.0,Open,6.43,22.2,2017.12,3,False
2005-03-14,2005-03-03,2005-05-26,2128.85,2146.35,2168.95,2168.95,17,2.0,2.0,2.0,Open,6.43,22.2,2017.12,3,False
2005-03-14,2005-03-03,2005-05-26,2128.85,2146.35,2168.95,2168.95,18,1.0,2.0,2.0,Open,5.89,20.33,2017.12,3,False
2005-03-14,2005-03-04,2005-05-26,2148.15,2146.35,2168.95,2168.95,19,6.0,2.0,2.0,Open,6.51,22.21,2017.12,3,False
2005-03-14,2005-03-04,2005-05-26,2148.15,2146.35,2168.95,2168.95,20,4.0,2.0,2.0,Open,6.51,22.21,2017.12,3,False
2005-03-14,2005-03-04,2005-05-26,2148.15,2146.35,2168.95,2168.95,21,5.0,2.0,2.0,Open,6.51,22.21,2017.12,3,False
2005-03-14,2005-03-04,2005-05-26,2148.15,2146.35,2168.95,2168.95,22,7.0,2.0,2.0,Open,6.51,22.21,2017.12,3,False
2005-03-14,2005-03-08,2005-05-26,2168.95,2146.35,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,22.21,2017.12,3,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,8,1.0,3.0,3.0,Open,5.69,34.38,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,9,5.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,10,7.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,11,6.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,12,3.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,13,4.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-02-28,2005-05-26,2103.25,2128.95,2168.95,2168.95,14,2.0,2.0,2.0,Open,6.21,37.52,2038.81,5,False
2005-03-15,2005-03-03,2005-05-26,2128.85,2128.95,2168.95,2168.95,15,7.0,2.0,2.0,Open,6.43,22.5,2017.12,3,False
2005-03-15,2005-03-03,2005-05-26,2128.85,2128.95,2168.95,2168.95,16,3.0,2.0,2.0,Open,6.43,22.5,2017.12,3,False
2005-03-15,2005-03-03,2005-05-26,2128.85,2128.95,2168.95,2168.95,17,2.0,2.0,2.0,Open,6.43,22.5,2017.12,3,False
2005-03-15,2005-03-03,2005-05-26,2128.85,2128.95,2168.95,2168.95,18,1.0,2.0,2.0,Open,5.89,20.61,2017.12,3,False
2005-03-15,2005-03-04,2005-05-26,2148.15,2128.95,2168.95,2168.95,19,6.0,2.0,2.0,Open,6.51,30.02,2038.81,4,False
2005-03-15,2005-03-04,2005-05-26,2148.15,2128.95,2168.95,2168.95,20,4.0,2.0,2.0,Open,6.51,30.02,2038.81,4,False
2005-03-15,2005-03-04,2005-05-26,2148.15,2128.95,2168.95,2168.95,21,5.0,2.0,2.0,Open,6.51,30.02,2038.81,4,False
2005-03-15,2005-03-04,2005-05-26,2148.15,2128.95,2168.95,2168.95,22,7.0,2.0,2.0,Open,6.51,30.02,2038.81,4,False
2005-03-15,2005-03-08,2005-05-26,2168.95,2128.95,2168.95,2168.95,23,2.0,2.0,2.0,Open,6.84,30.02,2038.81,4,False
